frame,id,x,y,width,height,xVelocity,yVelocity,xAcceleration,yAcceleration,laneId,t,t1
6642,323,214.09,22.06,4.35,1.82,24.79,-0.13,0.74,0.03,5,7.5600000000000005,7.5600000000000005
6643,323,215.09,22.05,4.35,1.82,24.82,-0.13,0.74,0.04,5,7.6000000000000005,7.6000000000000005
6644,323,216.09,22.05,4.35,1.82,24.85,-0.12,0.74,0.04,5,7.640000000000001,7.640000000000001
6645,323,217.1,22.04,4.35,1.82,24.88,-0.12,0.75,0.04,5,7.68,7.68
6646,323,218.09,22.04,4.35,1.82,24.91,-0.12,0.75,0.04,5,7.72,7.72
6647,323,219.09,22.03,4.35,1.82,24.94,-0.12,0.75,0.04,5,7.76,7.76
6648,323,220.09,22.02,4.35,1.82,24.97,-0.12,0.75,0.04,5,7.8,7.8
6649,323,221.09,22.02,4.35,1.82,25.0,-0.12,0.75,0.04,5,7.84,7.84
6650,323,222.09,22.01,4.35,1.82,25.03,-0.12,0.75,0.04,5,7.88,7.88
6651,323,223.09,22.01,4.35,1.82,25.06,-0.11,0.75,0.04,5,7.92,7.92
6652,323,224.1,22.0,4.35,1.82,25.09,-0.11,0.75,0.04,5,7.96,7.96
6653,323,225.1,22.0,4.35,1.82,25.12,-0.11,0.75,0.04,5,8.0,8.0
6654,323,226.11,21.99,4.35,1.82,25.15,-0.11,0.75,0.04,5,8.040000000000001,8.040000000000001
6655,323,227.11,21.99,4.35,1.82,25.18,-0.1,0.75,0.04,5,8.08,8.08
6656,323,228.13,21.98,4.35,1.82,25.21,-0.1,0.75,0.04,5,8.120000000000001,8.120000000000001
6657,323,229.14,21.98,4.35,1.82,25.24,-0.1,0.75,0.05,5,8.16,8.16
6658,323,230.15,21.98,4.35,1.82,25.27,-0.1,0.74,0.05,5,8.2,8.2
6659,323,231.16,21.97,4.35,1.82,25.3,-0.09,0.74,0.05,5,8.24,8.24
6660,323,232.17,21.97,4.35,1.82,25.33,-0.09,0.74,0.05,5,8.28,8.28
6661,323,233.18,21.96,4.35,1.82,25.36,-0.09,0.73,0.05,5,8.32,8.32
6662,323,234.2,21.96,4.35,1.82,25.39,-0.09,0.73,0.04,5,8.36,8.36
6663,323,235.21,21.96,4.35,1.82,25.42,-0.08,0.73,0.04,5,8.4,8.4
6664,323,236.24,21.95,4.35,1.82,25.45,-0.08,0.72,0.04,5,8.44,8.44
6665,323,237.26,21.95,4.35,1.82,25.48,-0.08,0.72,0.04,5,8.48,8.48
6666,323,238.28,21.95,4.35,1.82,25.51,-0.08,0.71,0.04,5,8.52,8.52
6667,323,239.3,21.95,4.35,1.82,25.54,-0.07,0.71,0.04,5,8.56,8.56
6668,323,240.33,21.94,4.35,1.82,25.57,-0.07,0.7,0.04,5,8.6,8.6
6669,323,241.35,21.94,4.35,1.82,25.6,-0.07,0.7,0.04,5,8.64,8.64
6670,323,242.38,21.94,4.35,1.82,25.62,-0.07,0.69,0.04,5,8.68,8.68
6671,323,243.41,21.94,4.35,1.82,25.65,-0.07,0.68,0.04,5,8.72,8.72
6672,323,244.43,21.94,4.35,1.82,25.68,-0.06,0.68,0.04,5,8.76,8.76
6673,323,245.46,21.93,4.35,1.82,25.71,-0.06,0.67,0.04,5,8.8,8.8
6674,323,246.49,21.93,4.35,1.82,25.73,-0.06,0.66,0.04,5,8.84,8.84
6675,323,247.51,21.93,4.35,1.82,25.76,-0.06,0.65,0.03,5,8.88,8.88
6676,323,248.55,21.93,4.35,1.82,25.79,-0.06,0.65,0.03,5,8.92,8.92
6677,323,249.59,21.93,4.35,1.82,25.81,-0.06,0.64,0.03,5,8.96,8.96
6678,323,250.62,21.92,4.35,1.82,25.84,-0.06,0.63,0.03,5,9.0,9.0
6679,323,251.66,21.92,4.35,1.82,25.86,-0.06,0.62,0.03,5,9.040000000000001,9.040000000000001
6680,323,252.7,21.92,4.35,1.82,25.89,-0.06,0.61,0.03,5,9.08,9.08
6681,323,253.74,21.92,4.35,1.82,25.91,-0.06,0.6,0.03,5,9.120000000000001,9.120000000000001
6682,323,254.78,21.92,4.35,1.82,25.94,-0.06,0.6,0.03,5,9.16,9.16
6683,323,255.83,21.92,4.35,1.82,25.96,-0.06,0.59,0.03,5,9.200000000000001,9.200000000000001
6684,323,256.88,21.91,4.35,1.82,25.98,-0.06,0.58,0.03,5,9.24,9.24
6685,323,257.92,21.91,4.35,1.82,26.01,-0.06,0.57,0.03,5,9.28,9.28
6686,323,258.96,21.91,4.35,1.82,26.03,-0.06,0.56,0.03,5,9.32,9.32
6687,323,260.0,21.91,4.35,1.82,26.05,-0.06,0.55,0.03,5,9.36,9.36
6688,323,261.04,21.9,4.35,1.82,26.07,-0.06,0.54,0.03,5,9.4,9.4
6689,323,262.09,21.9,4.35,1.82,26.1,-0.06,0.54,0.03,5,9.44,9.44
6690,323,263.13,21.9,4.35,1.82,26.12,-0.06,0.53,0.03,5,9.48,9.48
6691,323,264.17,21.9,4.35,1.82,26.14,-0.06,0.52,0.04,5,9.52,9.52
6692,323,265.22,21.89,4.35,1.82,26.16,-0.06,0.51,0.04,5,9.56,9.56
6693,323,266.26,21.89,4.35,1.82,26.18,-0.05,0.5,0.04,5,9.6,9.6
6694,323,267.31,21.89,4.35,1.82,26.2,-0.05,0.49,0.04,5,9.64,9.64
6695,323,268.36,21.89,4.35,1.82,26.22,-0.05,0.49,0.04,5,9.68,9.68
6696,323,269.41,21.88,4.35,1.82,26.24,-0.05,0.48,0.04,5,9.72,9.72
6697,323,270.46,21.88,4.35,1.82,26.26,-0.05,0.47,0.04,5,9.76,9.76
6698,323,271.52,21.88,4.35,1.82,26.28,-0.05,0.46,0.05,5,9.8,9.8
6699,323,272.58,21.88,4.35,1.82,26.29,-0.05,0.45,0.05,5,9.84,9.84
6700,323,273.63,21.87,4.35,1.82,26.31,-0.05,0.45,0.05,5,9.88,9.88
6701,323,274.69,21.87,4.35,1.82,26.33,-0.04,0.44,0.05,5,9.92,9.92
6702,323,275.75,21.87,4.35,1.82,26.35,-0.04,0.43,0.05,5,9.96,9.96
6703,323,276.8,21.87,4.35,1.82,26.36,-0.04,0.43,0.05,5,10.0,10.0
6704,323,277.86,21.87,4.35,1.82,26.38,-0.04,0.42,0.06,5,10.040000000000001,10.040000000000001
6705,323,278.93,21.86,4.35,1.82,26.4,-0.03,0.41,0.06,5,10.08,10.08
6706,323,279.98,21.86,4.35,1.82,26.41,-0.03,0.41,0.06,5,10.120000000000001,10.120000000000001
6707,323,281.04,21.86,4.35,1.82,26.43,-0.03,0.4,0.06,5,10.16,10.16
6708,323,282.09,21.86,4.35,1.82,26.45,-0.02,0.4,0.06,5,10.200000000000001,10.200000000000001
6709,323,283.15,21.86,4.35,1.82,26.46,-0.02,0.39,0.06,5,10.24,10.24
6710,323,284.21,21.85,4.35,1.82,26.48,-0.02,0.39,0.06,5,10.28,10.28
6711,323,285.26,21.85,4.35,1.82,26.49,-0.01,0.38,0.06,5,10.32,10.32
6712,323,286.31,21.85,4.35,1.82,26.51,-0.01,0.38,0.06,5,10.36,10.36
6713,323,287.36,21.85,4.35,1.82,26.52,-0.01,0.37,0.06,5,10.4,10.4
6714,323,288.41,21.85,4.35,1.82,26.54,-0.0,0.37,0.07,5,10.44,10.44
6715,323,289.47,21.85,4.35,1.82,26.55,0.0,0.36,0.07,5,10.48,10.48
6716,323,290.53,21.85,4.35,1.82,26.57,0.01,0.36,0.07,5,10.52,10.52
6717,323,291.58,21.85,4.35,1.82,26.58,0.01,0.36,0.07,5,10.56,10.56
6718,323,292.64,21.85,4.35,1.82,26.6,0.01,0.35,0.07,5,10.6,10.6
6719,323,293.7,21.85,4.35,1.82,26.61,0.02,0.35,0.06,5,10.64,10.64
6720,323,294.76,21.85,4.35,1.82,26.62,0.02,0.34,0.06,5,10.68,10.68
6721,323,295.82,21.85,4.35,1.82,26.64,0.03,0.34,0.06,5,10.72,10.72
6722,323,296.88,21.86,4.35,1.82,26.65,0.03,0.33,0.06,5,10.76,10.76
6723,323,297.96,21.86,4.35,1.82,26.67,0.03,0.33,0.06,5,10.8,10.8
6724,323,299.04,21.86,4.35,1.82,26.68,0.04,0.32,0.06,5,10.84,10.84
6725,323,300.11,21.86,4.35,1.82,26.69,0.04,0.32,0.06,5,10.88,10.88
6726,323,301.19,21.86,4.35,1.82,26.7,0.05,0.31,0.06,5,10.92,10.92
6727,323,302.25,21.86,4.35,1.82,26.72,0.05,0.31,0.05,5,10.96,10.96
6728,323,303.32,21.87,4.35,1.82,26.73,0.05,0.3,0.05,5,11.0,11.0
6729,323,304.39,21.87,4.35,1.82,26.74,0.06,0.29,0.05,5,11.040000000000001,11.040000000000001
6730,323,305.46,21.87,4.35,1.82,26.75,0.06,0.29,0.05,5,11.08,11.08
6731,323,306.53,21.87,4.35,1.82,26.76,0.06,0.28,0.05,5,11.120000000000001,11.120000000000001
6732,323,307.61,21.88,4.35,1.82,26.77,0.06,0.28,0.04,5,11.16,11.16
6733,323,308.68,21.88,4.35,1.82,26.79,0.07,0.27,0.04,5,11.200000000000001,11.200000000000001
6734,323,309.75,21.88,4.35,1.82,26.8,0.07,0.27,0.04,5,11.24,11.24
6735,323,310.82,21.89,4.35,1.82,26.81,0.07,0.26,0.03,5,11.28,11.28
6736,323,311.9,21.89,4.35,1.82,26.82,0.07,0.26,0.03,5,11.32,11.32
6737,323,312.98,21.89,4.35,1.82,26.83,0.08,0.25,0.03,5,11.36,11.36
6738,323,314.07,21.9,4.35,1.82,26.84,0.08,0.24,0.02,5,11.4,11.4
6739,323,315.15,21.9,4.35,1.82,26.85,0.08,0.24,0.02,5,11.44,11.44
6740,323,316.22,21.9,4.35,1.82,26.86,0.08,0.24,0.02,5,11.48,11.48
6741,323,317.31,21.91,4.35,1.82,26.87,0.08,0.23,0.02,5,11.52,11.52
6742,323,318.37,21.91,4.35,1.82,26.88,0.08,0.23,0.01,5,11.56,11.56
6743,323,319.46,21.91,4.35,1.82,26.88,0.08,0.22,0.01,5,11.6,11.6
6744,323,320.54,21.92,4.35,1.82,26.89,0.08,0.22,0.0,5,11.64,11.64
6745,323,321.62,21.92,4.35,1.82,26.9,0.08,0.22,0.0,5,11.68,11.68
6746,323,322.69,21.92,4.35,1.82,26.91,0.08,0.21,-0.0,5,11.72,11.72
6747,323,323.75,21.93,4.35,1.82,26.92,0.08,0.21,-0.01,5,11.76,11.76
6748,323,324.81,21.93,4.35,1.82,26.93,0.08,0.21,-0.01,5,11.8,11.8
6749,323,325.88,21.93,4.35,1.82,26.94,0.08,0.21,-0.01,5,11.84,11.84
6750,323,326.96,21.94,4.35,1.82,26.94,0.08,0.21,-0.02,5,11.88,11.88
6751,323,328.04,21.94,4.35,1.82,26.95,0.08,0.2,-0.02,5,11.92,11.92
6752,323,329.12,21.95,4.35,1.82,26.96,0.08,0.2,-0.02,5,11.96,11.96
6753,323,330.21,21.95,4.35,1.82,26.97,0.08,0.2,-0.03,5,12.0,12.0
6754,323,331.3,21.95,4.35,1.82,26.98,0.08,0.2,-0.03,5,12.040000000000001,12.040000000000001
6755,323,332.39,21.95,4.35,1.82,26.98,0.08,0.2,-0.04,5,12.08,12.08
6756,323,333.47,21.96,4.35,1.82,26.99,0.08,0.2,-0.04,5,12.120000000000001,12.120000000000001
6757,323,334.55,21.96,4.35,1.82,27.0,0.08,0.2,-0.04,5,12.16,12.16
6758,323,335.63,21.96,4.35,1.82,27.01,0.08,0.2,-0.05,5,12.200000000000001,12.200000000000001
6759,323,336.71,21.97,4.35,1.82,27.02,0.07,0.2,-0.05,5,12.24,12.24
6760,323,337.79,21.97,4.35,1.82,27.02,0.07,0.2,-0.06,5,12.280000000000001,12.280000000000001
6761,323,338.89,21.97,4.35,1.82,27.03,0.07,0.2,-0.06,5,12.32,12.32
6762,323,339.98,21.98,4.35,1.82,27.04,0.07,0.2,-0.06,5,12.36,12.36
6763,323,341.06,21.98,4.35,1.82,27.05,0.07,0.2,-0.07,5,12.4,12.4
6764,323,342.14,21.98,4.35,1.82,27.05,0.06,0.21,-0.07,5,12.44,12.44
6765,323,343.23,21.99,4.35,1.82,27.06,0.06,0.21,-0.08,5,12.48,12.48
6766,323,344.31,21.99,4.35,1.82,27.07,0.06,0.21,-0.08,5,12.52,12.52
6767,323,345.39,21.99,4.35,1.82,27.08,0.05,0.22,-0.08,5,12.56,12.56
6768,323,346.47,21.99,4.35,1.82,27.09,0.05,0.22,-0.09,5,12.6,12.6
6769,323,347.54,22.0,4.35,1.82,27.1,0.04,0.23,-0.09,5,12.64,12.64
6770,323,348.61,22.0,4.35,1.82,27.1,0.04,0.23,-0.09,5,12.68,12.68
6771,323,349.7,22.0,4.35,1.82,27.11,0.03,0.24,-0.1,5,12.72,12.72
6772,323,350.78,22.0,4.35,1.82,27.12,0.03,0.24,-0.1,5,12.76,12.76
6773,323,351.87,22.01,4.35,1.82,27.13,0.02,0.25,-0.1,5,12.8,12.8
6774,323,352.95,22.01,4.35,1.82,27.14,0.02,0.26,-0.11,5,12.84,12.84
6775,323,354.03,22.01,4.35,1.82,27.15,0.01,0.26,-0.11,5,12.88,12.88
6776,323,355.11,22.01,4.35,1.82,27.16,0.01,0.27,-0.11,5,12.92,12.92
6777,323,356.2,22.01,4.35,1.82,27.17,-0.0,0.28,-0.11,5,12.96,12.96
6778,323,357.27,22.01,4.35,1.82,27.19,-0.01,0.29,-0.11,5,13.0,13.0
6779,323,358.35,22.01,4.35,1.82,27.2,-0.01,0.3,-0.12,5,13.040000000000001,13.040000000000001
6780,323,359.44,22.01,4.35,1.82,27.21,-0.02,0.3,-0.12,5,13.08,13.08
6781,323,360.51,22.01,4.35,1.82,27.22,-0.03,0.31,-0.12,5,13.120000000000001,13.120000000000001
6782,323,361.58,22.01,4.35,1.82,27.23,-0.04,0.32,-0.12,5,13.16,13.16
6783,323,362.66,22.01,4.35,1.82,27.25,-0.04,0.33,-0.12,5,13.200000000000001,13.200000000000001
6784,323,363.75,22.01,4.35,1.82,27.26,-0.05,0.34,-0.12,5,13.24,13.24
6785,323,364.84,22.0,4.35,1.82,27.27,-0.06,0.34,-0.12,5,13.280000000000001,13.280000000000001
6786,323,365.95,22.0,4.35,1.82,27.29,-0.06,0.35,-0.12,5,13.32,13.32
6787,323,367.03,22.0,4.35,1.82,27.3,-0.07,0.36,-0.12,5,13.36,13.36
6788,323,368.14,21.99,4.35,1.82,27.32,-0.08,0.36,-0.12,5,13.4,13.4
6789,323,369.24,21.99,4.35,1.82,27.33,-0.08,0.37,-0.12,5,13.44,13.44
6790,323,370.33,21.99,4.35,1.82,27.34,-0.09,0.38,-0.11,5,13.48,13.48
6791,323,371.43,21.98,4.35,1.82,27.36,-0.1,0.38,-0.11,5,13.52,13.52
6792,323,372.51,21.98,4.35,1.82,27.38,-0.1,0.39,-0.11,5,13.56,13.56
6793,323,373.61,21.97,4.35,1.82,27.39,-0.11,0.4,-0.11,5,13.6,13.6
6794,323,374.69,21.97,4.35,1.82,27.41,-0.11,0.4,-0.11,5,13.64,13.64
6795,323,375.76,21.96,4.35,1.82,27.42,-0.12,0.41,-0.1,5,13.68,13.68
6796,323,376.84,21.95,4.35,1.82,27.44,-0.12,0.42,-0.1,5,13.72,13.72
6797,323,377.93,21.95,4.35,1.82,27.46,-0.13,0.42,-0.1,5,13.76,13.76
6798,323,379.03,21.94,4.35,1.82,27.47,-0.13,0.43,-0.1,5,13.8,13.8
6799,323,380.13,21.93,4.35,1.82,27.49,-0.14,0.43,-0.09,5,13.84,13.84
6800,323,381.24,21.93,4.35,1.82,27.51,-0.14,0.43,-0.09,5,13.88,13.88
6801,323,382.35,21.92,4.35,1.82,27.53,-0.14,0.44,-0.09,5,13.92,13.92
6802,323,383.45,21.91,4.35,1.82,27.54,-0.15,0.44,-0.08,5,13.96,13.96
6803,323,384.55,21.91,4.35,1.82,27.56,-0.15,0.44,-0.08,5,14.0,14.0
6804,323,385.67,21.9,4.35,1.82,27.58,-0.15,0.44,-0.08,5,14.040000000000001,14.040000000000001
6805,323,386.76,21.89,4.35,1.82,27.6,-0.15,0.45,-0.08,5,14.08,14.08
6806,323,387.87,21.89,4.35,1.82,27.61,-0.15,0.45,-0.08,5,14.120000000000001,14.120000000000001
6807,323,388.99,21.88,4.35,1.82,27.63,-0.16,0.45,-0.07,5,14.16,14.16
6808,323,390.1,21.87,4.35,1.82,27.65,-0.16,0.45,-0.07,5,14.200000000000001,14.200000000000001
6809,323,391.21,21.87,4.35,1.82,27.67,-0.16,0.45,-0.07,5,14.24,14.24
6810,323,392.31,21.86,4.35,1.82,27.69,-0.16,0.45,-0.07,5,14.280000000000001,14.280000000000001
6811,323,393.43,21.85,4.35,1.82,27.71,-0.16,0.45,-0.07,5,14.32,14.32
6812,323,394.55,21.85,4.35,1.82,27.72,-0.16,0.45,-0.07,5,14.36,14.36
6813,323,395.67,21.84,4.35,1.82,27.74,-0.16,0.45,-0.07,5,14.4,14.4
6814,323,396.77,21.84,4.35,1.82,27.76,-0.17,0.45,-0.07,5,14.44,14.44
6815,323,397.89,21.83,4.35,1.82,27.78,-0.17,0.45,-0.07,5,14.48,14.48
6816,323,399.0,21.83,4.35,1.82,27.8,-0.17,0.45,-0.07,5,14.52,14.52
6817,323,400.12,21.82,4.35,1.82,27.81,-0.17,0.45,-0.07,5,14.56,14.56
6818,323,401.25,21.81,4.35,1.82,27.83,-0.17,0.45,-0.07,5,14.6,14.6
6819,323,402.34,21.81,4.35,1.82,27.85,-0.18,0.45,-0.07,5,14.64,14.64
6820,323,403.45,21.8,4.35,1.82,27.87,-0.18,0.45,-0.07,5,14.68,14.68
6821,323,404.57,21.79,4.35,1.82,27.89,-0.18,0.45,-0.07,5,14.72,14.72
6822,323,405.69,21.79,4.35,1.82,27.9,-0.18,0.45,-0.07,5,14.76,14.76
6823,323,406.8,21.78,4.35,1.82,27.92,-0.19,0.45,-0.07,5,14.8,14.8
6824,323,407.92,21.77,4.35,1.82,27.94,-0.19,0.45,-0.07,5,14.84,14.84
6825,323,409.04,21.76,4.35,1.82,27.96,-0.19,0.45,-0.07,5,14.88,14.88
6826,323,410.16,21.76,4.35,1.82,27.98,-0.19,0.45,-0.07,5,14.92,14.92
6827,323,411.28,21.75,4.35,1.82,27.99,-0.2,0.45,-0.07,5,14.96,14.96
6828,323,412.4,21.74,4.35,1.82,28.01,-0.2,0.45,-0.07,5,15.0,15.0
6829,323,413.52,21.73,4.35,1.82,28.03,-0.2,0.45,-0.07,5,15.040000000000001,15.040000000000001
